,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average
4114,2000000,"['action', 'thriller']",10656,fr,Subway,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals. Despite being pursued by the henchmen, Fred finds the time to flirt with Héléna, blow a safe, rob a train, evade the hapless Metro police, and start a rock band",5.261065,['gaumont'],['fr'],1985-04-10,390659,104.0,['fr'],Subway,6.3
4115,0,"['comedy', 'drama']",24363,en,House of D,"An American artist living a bohemian existence in Paris, Tom Warshaw (David Duchovny) is trying to make sense of his troubled adult life by reflecting upon his extraordinary childhood.",6.337735,"['tribeca_productions', 'bob_yari_productions', 'southpaw_entertainment', 'jeff_skoll_productions']",['us'],2005-04-15,0,97.0,"['en', 'fr']",House of D,6.1
4116,0,"['comedy', 'horror']",13121,en,Teeth,"Dawn is an active member of her high-school chastity club but, when she meets Tobey, nature takes its course, and the pair answer the call. They suddenly learn she is a living example of the vagina dentata myth, when the encounter takes a grisly turn.",7.359286,['teeth'],['us'],2007-01-19,0,94.0,['en'],Teeth,5.2
4117,2000000,"['action', 'adventure', 'science_fiction']",24746,en,Six-String Samurai,"In a post-apocalyptic world where the Russians have taken over a nuked USA and Elvis is king of Lost Vegas, Buddy is a '50s rocker and wandering warrior rolled into one, too-cool package. Armed with his six-string in one hand and his sword in the other, Buddy is on his way to Vegas to succeed Elvis as King. Along the way, he saves an orphan who decides to tag along.",1.892183,['hsx_films'],['us'],1998-09-18,124494,91.0,['en'],Six-String Samurai,5.8
4118,0,[''],325140,en,Hum To Mohabbat Karega,"Raju, a waiter, is in love with the famous TV reporter Greeta Kapoor. After a man is murdered, Kapoor shows up at Raju's door to ask him some questions - it turns out that Raju served the dead man his last supper, and the authorities hope that he might be able to help them. Raju lies and says that he was an eye witness, in order to spend more time with Kapoor. He gives the police a false description of the killer, but it matches his best friend Kutti, so soon Kutti is wanted by the police, and the Mafia, who is responsible for the killing, is after Raju.",0.001186,[''],[''],2000-05-26,0,0.0,[''],Hum To Mohabbat Karega,0.0
4119,2000000,"['drama', 'comedy', 'music']",12109,en,It's All Gone Pete Tong,"Its All Gone Pete Tong is a comedy following the tragic life of legendary Frankie Wilde. The story takes us through Frankie's life from one of the best DJ's alive, through subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",3.911445,[''],"['ca', 'gb']",2004-09-12,120620,90.0,['en'],It's All Gone Pete Tong,7.1
4120,3800000,['comedy'],27023,en,Saint John of Las Vegas,An ex-gambler is lured back into the game by a veteran insurance-fraud investigator.,2.559806,[''],['us'],2009-06-10,111731,84.0,"['en', 'it']",Saint John of Las Vegas,5.9
4121,0,"['comedy', 'drama', 'romance']",22913,en,24 7: Twenty Four Seven,"In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience, starts trying to get the young people off the street and into doing something they can believe in: Boxing. Darcy opens a boxing club, aiming to bring the rival gangs together.",0.744406,['scala_films'],['gb'],1997-08-31,0,96.0,['en'],24 7: Twenty Four Seven,6.3
4122,13500000,['drama'],273899,en,Stonewall,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",5.16023,"['centropolis_entertainment', ""mel's_cite_du_cinema""]",['us'],2015-09-18,187674,129.0,['en'],Stonewall,5.2
4123,7000000,"['animation', 'family', 'foreign']",20653,en,Roadside Romeo,"This is the story of Romeo. A dude who was living the life. He had the works - the mansion to live in, the chicks to party with and the cars to be driven around in. Until one day, the family he was the favourite pet of, decided to move and left him back, abandoned on the mean streets of Mumbai. Romeo is now faced with situations he has never been in before. He encounters four strays, who scare the daylights out of him. But soon, he smooth talks his way into their hearts and he makes friends. Then, Romeo finds love! He encounters the beautiful, ravishing Laila, the most beautiful girl he has ever seen - and he loses his heart to her at first sight. Finally, he encounters a villain! The dreaded Don of the area - Charlie Anna. The Don who everyone is scared of. So hop on to the adventure as Romeo, wins friendship, love and a new life - in spite of Charlie Anna and his gang!",0.253595,"['walt_disney_pictures', 'yash_raj_films', 'walt_disney_studios_motion_pictures', 'disney_world_cinema']","['in', 'us']",2008-10-24,1100000,93.0,"['en', 'hi']",Roadside Romeo,6.7
4124,0,"['drama', 'action', 'thriller']",67373,en,This Thing of Ours,"Using the Internet and global satellites, a group of gangsters pull off the biggest bank heist in the Mafia's history.",0.046868,[''],[''],2005-01-01,0,100.0,[''],This Thing of Ours,5.0
4125,0,"['adventure', 'family']",171759,en,The Lost Medallion: The Adventures of Billy Stone,A man who stops into a foster home to drop off some donations soon tells the kids a story about two teenage friends who uncover a long-lost medallion that transports them back in time.,2.952932,['kaos_entertainment'],['us'],2013-03-01,0,97.0,"['en', 'de']",The Lost Medallion: The Adventures of Billy Stone,5.6
4126,0,"['comedy', 'drama', 'music', 'romance']",206296,en,The Last Five Years,"In New York, a struggling actress and a successful writer sing about their failed marriage from two perspectives.",5.563068,"['lucky_monkey_pictures', 'sh-k-boom_records', 'grand_peaks_entertainment', 'radius-twc']",['us'],2014-11-03,0,94.0,['en'],The Last Five Years,5.5
4127,0,"['comedy', 'drama', 'mystery', 'thriller']",35219,en,The Missing Person,"Private detective John Rosow is hired to tail a man on a train from Chicago to Los Angeles. Rosow gradually uncovers the man's identity as a missing person; one of the thousands presumed dead after the 9/11 terrorist attacks on the World Trade Center. Persuaded by a large reward, Rosow is charged with bringing the missing person back to his wife in New York City.",1.161034,"['strand_releasing', 'the_7th_floor', 'apropos_films']",['us'],2009-01-16,0,95.0,['en'],The Missing Person,6.4
4128,2000000,"['comedy', 'science_fiction', 'romance', 'horror']",28260,en,Return of the Living Dead 3,"Colonel Reynolds and his group of government scientists continue their work on re-animating the dead for military use. His son Curt uses a stolen security pass to sneak in with his thrill-seeking girlfriend Julie, with shocking, deadly results!",7.502934,['ozla_productions'],['us'],1993-10-01,54207,97.0,"['cs', 'en', 'it']",Return of the Living Dead 3,5.9
4129,0,"['drama', 'action', 'romance']",7515,en,London,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,5.350423,"['destination_films', 'silver_nitrate_films', 'national_film_and_television_school_(nfts)', 'lhr_productions_inc.']","['gb', 'us']",2005-02-10,0,92.0,['en'],London,6.1
4130,2000000,['drama'],13075,en,Sherrybaby,"After serving time in prison, former drug addict Sherry Swanson returns home to reclaim her young daughter from family members who have been raising the child. Sherry's family, especially her sister-in-law, doubt Sherry's ability to be a good mother, and Sherry finds her resolve to stay clean slowly weakening.",4.261509,['red_envelope_entertainment'],['us'],2006-09-08,622806,96.0,['en'],Sherrybaby,6.3
4131,0,"['horror', 'science_fiction']",335866,en,Circle,Could you trust a jury of your peers with your life? The contestants of a mysterious death game must make harrowing decisions as they strategize for survival in this psychological sci-fi thriller.,6.752141,"['votiv_films', 'taggart_productions']",['us'],2015-10-02,0,87.0,['en'],Circle,6.0
4132,0,"['horror', 'thriller']",13510,en,Eden Lake,"Eden Lake is a relentlessly tense and immaculately paced horror-thriller about modern youth gone wild. When a young couple goes to a remote wooded lake for a romantic getaway, their quiet weekend is shattered by an aggressive group of local kids. Rowdiness quickly turns to rage as the teens terrorize the couple in unimaginable ways, and a weekend outing becomes a bloody battle for survival.",20.362373,"['aramid_entertainment_fund', 'rollercoaster_films']",['gb'],2008-09-12,3983997,91.0,['en'],Eden Lake,6.7
4133,0,['thriller'],215881,en,Plush,"A young singer/songwriter, despite being married, becomes involved with her new guitarist, who she soon discovers has a dark past and may be a danger to her and those close to her.",5.099368,"['blumhouse_productions', 'im_global_octane', 'reliance']",['us'],2013-09-13,0,98.0,['en'],Plush,5.4
4134,0,"['horror', 'comedy']",18238,en,Lesbian Vampire Killers,"With their women having been enslaved by a pack of lesbian vampires, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice.",6.632891,['av_pictures'],['gb'],2009-03-16,0,86.0,['en'],Lesbian Vampire Killers,5.3
4135,0,"['drama', 'action', 'crime', 'foreign']",22600,en,Jerusalema,"This South African movie tracks the rise of a once-petty criminal to the heights of the criminal underworld. After cutting his teeth on hijacking, before moving onto bigger game, an ambitious man hits a setback when most of his gang are shot.",1.717376,['muti_films'],['za'],2008-02-11,0,120.0,"['af', 'en']",Gangster's Paradise: Jerusalema,6.8
4136,0,"['thriller', 'drama', 'crime']",12612,en,Freeze Frame,"Sean Veil is an ultra paranoid murder suspect who takes to filming himself round the clock to provide an alibi, just in case he's ever accused of another crime. Problems arise however when the police do come calling and the one tape that can prove his innocence has mysteriously disappeared.",4.922397,[''],"['gb', 'ie']",2004-05-01,0,99.0,['en'],Freeze Frame,6.9
4137,1000000,"['thriller', 'horror']",50698,en,Grave Encounters,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,13.222268,"['darclight', 'twin_engine_films', 'digital_interference_productions']","['ca', 'us']",2011-09-09,0,92.0,['en'],Grave Encounters,6.1
4138,100000,['horror'],115210,en,Stitches,"The clumsy and unfunny clown Richard ""Stitches"" Grindle entertains at the 10th birthday party of little Tom, but the boy and his friends play a prank with Stitches, tying his shoelaces. Stitches slips, falls and dies. Six years later, Tom gives a birthday party for his friends at home, but Stitches revives to haunt the teenagers and revenge his death.",7.447714,"['b\\u00f3rd_scann\\u00e1n_na_h\\u00c9ireann', 'irish_film_board', 'fantastic_films', 'mpi_media_group', 'tailored_films', 'solid_entertainment']",['ie'],2012-05-19,95000,86.0,['en'],Stitches,5.5
4139,2000000,"['crime', 'drama', 'horror', 'thriller']",34335,en,Nine Dead,Communication is the key to the survival for nine strangers who have been kidnapped by a masked gunman and told that one of them will die every ten minutes until they discover how they are all connected. Who of the nine lives and who dies?,9.68793,['hartbreak_films'],['us'],2010-01-01,0,98.0,['en'],Nine Dead,5.2
4140,2,['documentary'],459488,en,"To Be Frank, Sinatra at 100",,0.050625,['eyeline_entertainment'],['gb'],2015-12-12,0,,[''],"To Be Frank, Sinatra at 100",0.0
4141,2000000,['comedy'],11302,en,Bananas,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",5.941852,"['united_artists', 'jack_rollins_&_charles_h._joffe_productions']",['us'],1971-04-28,11833696,82.0,"['yi', 'en']",Bananas,6.7
4142,0,['thriller'],119458,en,$upercapitalist,A maverick New York hedge fund trader with uncanny analytic abilities moves to Hong Kong and orchestrates a mega-deal that swiftly escalates beyond his control.,0.174311,[''],"['us', 'hk']",2012-08-10,0,103.0,['en'],Supercapitalist,3.5
4143,0,"['action', 'adventure', 'drama']",20406,en,Rockaway,"Trane is a decorated war hero just shipped home to the States from Afghanistan after the brutal murder of his wife and child back in Rockaway, Queens. Upon his return, Trane encounters his old friend Dave, who describes the new forces of crime and prostitution that have moved into their neighborhood and caused the destruction of his family.",0.361554,"['rockaway_the_movie', 'off_hollywood_pictures', 'panamax_films', 'crook_brothers_productions']",['us'],2007-07-07,0,76.0,"['en', 'de', 'ru', 'es']",Rockaway,5.8
4144,2300000,"['crime', 'drama', 'mystery']",3766,en,The Lady from Shanghai,A romantic drifter gets caught between a corrupt tycoon and his voluptuous wife.,8.055084,"['columbia_pictures_corporation', 'mercury_productions']",['us'],1947-12-24,0,87.0,"['cn', 'en']",The Lady from Shanghai,7.2
4145,2000000,"['horror', 'thriller']",18616,en,No Man's Land: The Rise of Reeker,"A sheriff and his son who are tracking down a group of bank robbers on their way to Mexico, only to discover that they are being stalked by a far more deadly enemy — The Reeker.",4.346271,"['institution,_the']",['us'],2008-05-01,0,88.0,"['en', 'pl']",No Man's Land: The Rise of Reeker,4.4
4146,14000000,"['action', 'adventure', 'drama']",18808,en,Highway,"Jack is caught with the wife of his employer, a Vegas thug. The thug sends goons after Jack, who convinces his best friend, Pilot, to flee with him. Pilot insists that they head for Seattle, but doesn't tell Jack why. The goons learn from Pilot's drug source where the youths are headed, and they follow, hell bent on breaking Jack's feet. On the road, Jack and Pilot give a ride to Cassie, a distressed young woman. She and Jack hit it off. They pick up an aging stoner headed to Seattle for Kurt Cobain's memorial, and they help a circus sideshow family. Why is Pilot so set on Seattle, will the goons catch Jack, and is there any way the friends' competing needs can be resolved?",3.419685,['alex_entertainment_inc.'],['us'],2002-01-01,0,97.0,['en'],Highway,5.6
4147,2000000,"['comedy', 'crime']",95755,en,Small Apartments,"When a clumsy deadbeat accidentally kills his landlord, he must do everything in his power to hide the body, only to find that the distractions of lust, the death of his beloved brother, and a crew of misfit characters force him on a journey where a fortune awaits him.",5.100741,"['deviant_films', 'morocco_junction_pictures', '1812_productions']",['us'],2012-03-10,0,96.0,['en'],Small Apartments,5.7
4148,0,['comedy'],198062,en,Coffee Town,Three thirty-something friends band together when their carefree existence is threatened.,2.253589,[''],['us'],2013-07-09,0,87.0,['en'],Coffee Town,6.7
4149,0,"['comedy', 'fantasy', 'music']",188652,en,The Ghastly Love of Johnny X,"A truly mad concoction, blending 1950s juvenile delinquents, sci-fi melodrama, song-and-dance, and a touch of horror, everything in just the right combination to create an engaging big screen spectacle! This curious and curiously entertaining story involves one Jonathan Xavier and his devoted misfit gang who, incidentally, have been exiled to Earth from the far reaches of outer space. Johnny's former girlfriend Bliss has left him and stolen his Resurrection Suit, a cosmic, mind-bending uniform that gives the owner power over others. Along the way, there will be several highly stylized musical numbers, lots of genuinely humorous dialogue, and a wacky plot-twist or two, all beautifully captured on the very last of Kodak's black-and-white Plus-X film stock.",0.209475,[''],[''],2013-04-26,0,106.0,['en'],The Ghastly Love of Johnny X,6.6
4150,0,"['comedy', 'drama']",174311,en,All Is Bright,"Two French Canadian ne’er-do-wells travel to New York City with a scheme to a get rich quick selling Christmas trees. Easygoing charmer Rene (Paul Rudd) clashes with misanthropic ex-con Dennis (Paul Giamatti), whose wife Rene just stole. Still, this odd couple must make an honest go of it in this fresh buddy comedy co-starring Sally Hawkins, by the director of the indie breakout hit Junebug.",3.613577,"['sidney_kimmel_entertainment', 'touchy_feely_films', 'greenstreet_films']",['us'],2013-09-10,0,107.0,['en'],All Is Bright,5.3
4151,0,"['mystery', 'horror', 'history']",12602,de,Die Schlangengrube und das Pendel,"In the Olden Tymes, Count Regula is drawn and quartered for killing twelve virgins in his dungeon torture chamber. Thirty-five years later, he comes back to seek revenge on the daughter of his intended thirteenth victim and the son of his prosecutor in order to attain immortal life.",1.296784,['constantin_film_produktion'],['de'],1967-10-05,0,85.0,['de'],The Torture Chamber of Dr. Sadism,6.3
4152,7000000,"['comedy', 'drama']",153795,en,Straight A's,"Pressured by his deceased mother's ghost to return home to the family he abandoned, a former addict grabs a bag of pills and a sack of marijuana and hits the road to Shreveport.",4.50829,"['nu_image_films', 'millennium_films', 'the_group_films']",['us'],2013-01-16,0,88.0,['en'],Straight A's,5.2
4153,0,"['comedy', 'music']",17768,en,A Funny Thing Happened on the Way to the Forum,A wily slave must unite a virgin courtesan and his young smitten master to earn his freedom.,8.902102,"['united_artists', 'melvin_frank_production']","['gb', 'us']",1966-10-16,0,99.0,['en'],A Funny Thing Happened on the Way to the Forum,6.1
4154,0,['documentary'],13516,en,Slacker Uprising,"Slacker Uprising is a movie of Michael Moore's tour of colleges in swing states during the 2004 election, with a goal to encourage 18–29 year olds to vote, and the response it received. The film is a re-edited version of Captain Mike Across America, which played at the Toronto International Film Festival in 2007. It is one of the first feature length films made by a known director to be released as a free and legal download online. The free download is only available to those residing in the United States and Canada. The film was also made available free for online viewing and download on the Lycos Cinema platform as well as iTunes and blip.tv. It had a one-night-only run at the Michigan Theater, where Michael Moore spoke briefly. The film is available in DVD format. Slacker Uprising features live performances or appearances by Eddie Vedder, Roseanne Barr, Joan Baez, Tom Morello, R.E.M., Steve Earle, and Viggo Mortensen. The original score is by Anti-Flag.",1.619635,[''],['us'],2007-09-27,0,102.0,['en'],Slacker Uprising,5.9
4155,0,"['action', 'adventure', 'history', 'western']",98549,en,The Legend of Hell's Gate: An American Conspiracy,"In 1870s Texas, a ruthless bounty hunter and an Irish desperado flee the law with a young criminal claiming to possess a treasure more valuable than gold. Crossing paths with some of the West’s most notorious figures, the three outlaws fight for their lives in the pursuit of fame and fortune. Fueled by an ensemble cast and inspired by actual events, THE LEGEND OF HELL’S GATE blends legend and history into a Western spectacle that recounts a treacherous existence in post Civil War Texas.",1.002585,"['silver_sail_entertainment', '4go_west_productions', 'flatiron_pictures']",['us'],2011-03-03,0,108.0,"['en', 'fr']",The Legend of Hell's Gate: An American Conspiracy,3.9
4156,0,"['science_fiction', 'comedy']",312793,en,Walking with the Dead,"THE WALKING DECEASED is the Scary Movie of the zombie genre, ripping on the biggest and best of zombie pop-culture, arguably the most crazed genre in the world. The story follows a group of survivors from all walks of the apocalypse – an idiotic Sheriff with definite coma-induced brain damage, his hardass son and a hobo with only a crossbow to stave off the walking dead, four squabbling friends forced to survive this zombieland together, and a lonely zombie who just needs love to fully regain his warm body – who leave their once-safe mall hideout in search of the rumored Safe Haven Ranch, a refuge untouched by the zombie virus that has ravaged humanity. But despite the comforting name, they discover that this sanctuary may not be as welcoming as advertised.",1.332804,['splendid_film'],['us'],2015-03-20,0,90.0,"['en', 'de']",The Walking Deceased,4.2
4157,2000000,"['thriller', 'mystery', 'horror', 'drama']",309919,en,The Curse of Downers Grove,"The town of Downers Grove looks like your average suburban neighborhood -- but Downers Grove has a disturbing secret.... For the past eight years, one senior from every high school graduating class has met a bizarre death right before graduation day. And this year, Chrissie Swanson has a terrible feeling that she is going to be the one to die. Can Chrissie survive the curse of Downers Grove or will she, like those seniors before her, fall prey to the town's deadly secret?",2.00163,"['myriad_pictures', 'alibella_pictures', 'bystander_films', 'management_production_entertainment_(mpe)', 'mangrove_media']",['us'],2015-08-21,0,89.0,['en'],The Curse of Downers Grove,4.4
4158,2000000,['thriller'],299553,en,Shark Lake,"Meredith Hendricks happens to be the best cop in her quiet town on Lake Tahoe. When a black-market exotic species dealer named Clint is paroled from prison, something he let loose begins to make its presence known. Swimmers and land-lovers alike begin to become part of the food chain at an unbelievable rate. Meredith and her team discover that they're not just hunting one eating machine, but a whole family of them. Not everyone will make it out alive, but those who do will never forget this summer at Shark Lake.",1.187764,"['flf_films', 'bottom_line_entertainment', 'parkside_pictures']",['us'],2015-10-02,0,92.0,['en'],Shark Lake,4.4
4159,19000000,"['crime', 'drama']",21309,en,River's Edge,"A group of high school friends discover that they are in the presence of a killer. One of them, Samson, has murdered his girlfriend Jamie. He brags to his friends about killing her, and when they discover he is telling the truth, their reactions vary.",6.463806,"['hemdale_film', 'island']",['us'],1986-08-27,0,99.0,['en'],River's Edge,6.7
4160,0,"['fantasy', 'drama', 'science_fiction']",32235,en,Northfork,"""We are all angels. It is what we do with our wings that separates us."" In the next two days, the town of Northfork will cease to exist. The year is 1955 and Northfork is literally about to be ""dammed,"" flooded to make way for a new hydroelectric project.",1.980265,[''],['us'],2003-01-01,0,103.0,['en'],Northfork,6.7
4161,1950000,"['thriller', 'action']",329540,en,The Marine 4: Moving Target,"WWE Superstar Mike ""The Miz"" Mizanin returns as Jake Carter where he is assigned to protect a whistleblower who wishes to expose a corrupt military defence contractor. However, the military hires a heavily armed team of mercenaries to kill her and it's up to Carter to stop them at any cost.",3.696123,['wwe_studios'],['ca'],2015-04-10,0,90.0,['en'],The Marine 4: Moving Target,5.8
4162,1987650,"['drama', 'thriller', 'mystery']",26388,en,Buried,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,32.841229,"['studio_37', 'versus_entertainment', 'the_safran_company', 'dark_trick_films']","['es', 'us', 'fr']",2010-09-24,19152480,94.0,['en'],Buried,6.6
4163,0,"['drama', 'comedy', 'romance']",49020,en,Submarine,"15-year-old deep-thinking Welsh schoolboy, Oliver Tate (Craig Roberts) struggles to initiate and maintain a relationship with Jordana (Yasmin Paige), his devilish, dark-haired classmate at their Swansea high school.  As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",8.518866,"['film4', 'film_agency_for_wales', 'red_hour_films', 'warp_(submarine)', 'warp_films']","['gb', 'us']",2011-03-18,864659,97.0,['en'],Submarine,7.4
4164,0,"['documentary', 'drama', 'history']",159037,ar,The Square,"The Square, a new film by Jehane Noujaim (Control Room; Rafea: Solar Mama), looks at the hard realities faced day-to-day by people working to build Egypt’s new democracy. Catapulting us into the action spread across 2011 and 2012, the film provides a kaleidoscopic, visceral experience of the struggle. Cairo’s Tahrir Square is the heart and soul of the film, which follows several young activists. Armed with values, determination, music, humor, an abundance of social media, and sheer obstinacy, they know that the thorny path to democracy only began with Hosni Mubarek’s fall. The life-and-death struggle between the people and the power of the state is still playing out.",4.892203,"['roast_beef_productions', 'worldview_entertainment', 'noujaim_films']","['gb', 'us', 'eg']",2013-06-07,0,88.0,['ar'],The Square,7.8
4165,0,['drama'],12838,fr,Chacun sa nuit,"A story about bunch of people who live in a town in provincial France. At the center of it all is Pierre, a conceited and vain bisexual musician in his late teens who acts as a magnet, to varying degrees, for a whole array of characters - from his sister Lucie, with whom he has a heated incestuous relationship, to a city councilor with whom he participates in gay orgies. When Pierre turns up dead, Lucie investigates the reasons for his demise and charts the network of sadomasochistic relationships that crisscross the town.",4.665026,"[""r\\u00e9gion_provence_c\\u00f4te_d'azur"", 'la_fabrique_de_films', 'canal+', 'toloda', 'centre_national_de_la_cin\\u00e9matographie_(cnc)', 'soficin\\u00e9ma_2']",['fr'],2006-07-21,0,95.0,['fr'],One to Another,5.8
4166,0,"['drama', 'music']",157293,hi,एबीसीडी,"When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.",1.294967,['utv_motion_pictures'],['in'],2013-02-07,222000,160.0,['hi'],ABCD (Any Body Can Dance),5.6
4167,0,"['thriller', 'documentary', 'crime', 'history']",14048,en,Man on Wire,"On August 7th 1974, French tightrope walker Philippe Petit stepped out on a high wire, illegally rigged between New York's World Trade Center twin towers, then the world's tallest buildings. After nearly an hour of performing on the wire, 1,350 feet above the sidewalks of Manhattan, he was arrested. This fun and spellbinding documentary chronicles Philippe Petit's ""highest"" achievement.",14.331992,"['uk_film_council', 'red_box_films', 'discovery_films', 'bbc_storyville', 'wall_to_wall']","['gb', 'us']",2008-07-25,2957978,94.0,"['en', 'fr']",Man on Wire,7.5
4168,0,"['drama', 'thriller']",356987,en,Abandoned,When their yacht capsizes during a storm; four men face almost certain death.,3.068463,['making_movies'],['nz'],2015-08-30,0,82.0,['en'],Abandoned,5.8
4169,1900000,['drama'],295886,en,Brotherly Love,West Philadelphia basketball star Sergio Taylor deals with the pressures of fame while his brother and sister have their own issues with ambition.,1.367751,[''],[''],2015-04-24,0,89.0,['en'],Brotherly Love,6.9
4170,1800000,"['horror', 'drama', 'thriller']",38358,en,The Last Exorcism,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",14.838986,"['strike_entertainment', 'studiocanal', 'arcade_pictures']","['us', 'fr']",2010-08-27,67738090,87.0,['en'],The Last Exorcism,5.6
4171,0,['drama'],33511,en,Nowhere Boy,The drama tells the story of Lennon's teenage years and the start of his journey to becoming a successful musician. The story also examines the impact on his early life and personality of the two dominant females in his childhood,1.950959,"['ecosse_films', 'uk_film_council', 'film4', 'lipsync_productions', 'aver_media', 'north_west_vision']","['ca', 'gb']",2009-12-25,0,98.0,['en'],Nowhere Boy,7.2
4172,1800000,['drama'],702,en,A Streetcar Named Desire,Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,14.884756,"['charles_k._feldman_group', 'warner_bros.']",['us'],1951-09-18,8000000,125.0,['en'],A Streetcar Named Desire,7.6
4173,1800000,"['drama', 'comedy', 'war']",935,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union. As soon as the actions of General ""Buck"" Turgidson are discovered, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike. Near the end is a scene that is probably the most uniquely unforgettable performance of Slim Pickens in his movie career. Peter Sellers plays multiple roles in this film.",41.996783,"['hawk_films', 'columbia_pictures_corporation']","['gb', 'us']",1964-01-29,9440272,95.0,['en'],Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0
4174,1800000,"['drama', 'romance']",542,es,El Crimen del Padre Amaro,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,2.179428,"['instituto_mexicano_de_cinematograf\\u00eda', 'alameda_films', 'cinecolor-m\\u00e9xico', 'cinecolor-argentina', 'artcam_y_fonds_sud_cin\\u00e9ma']",['mx'],2002-10-01,0,118.0,['es'],The Crime of Padre Amaro,6.2
4175,1800000,"['drama', 'fantasy']",84175,en,Beasts of the Southern Wild,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe – for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack – temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.",12.471239,"['journeyman_pictures', 'court_13_pictures', 'cinereach']",['us'],2012-06-29,21107746,93.0,['en'],Beasts of the Southern Wild,6.8
4176,1700000,"['action', 'science_fiction']",1705,en,Battle for the Planet of the Apes,"The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",13.315383,"['twentieth_century_fox_film_corporation', 'apjac_international']",['us'],1973-06-15,8844595,93.0,['en'],Battle for the Planet of the Apes,5.5
4177,0,"['drama', 'music']",62677,en,Songcatcher,"After being denied a promotion at the university where she teaches, Doctor Lily Penleric, a brilliant musicologist, impulsively visits her sister, who runs a struggling rural school in Appalachia. There she stumbles upon the discovery of her life - a treasure trove of ancient Scots-Irish ballads, songs that have been handed down from generation to generation, preserved intact by the seclusion of the mountains. With the goal of securing her promotion, Lily ventures into the most isolated areas of the mountains to collect the songs and finds herself increasingly enchanted.",3.363321,"['rigas_entertainment', 'ergoarts']",['us'],2001-03-01,0,109.0,['en'],Songcatcher,5.6
4178,2000000,"['drama', 'thriller']",50875,en,Higher Ground,A chronicle of one woman's lifelong struggle with her faith.,1.699101,[''],['us'],2011-08-26,841733,109.0,['en'],Higher Ground,5.3
4179,0,"['comedy', 'romance']",260778,ta,வாலு,"Sharp (Simbu), a happy-go-lucky guy, loves Priya (Hansika), a college student, but later learns that she is enagaged to Anbu ( Aditya), a businessman-gangster. Priya wants them to remain friends and Sharp agrees, all the while scheming to make her fall in love with him.",0.320387,"['nic_arts', 'simbu_cine_arts']",['in'],2015-08-14,0,155.0,['ta'],Vaalu,6.7
4180,0,"['comedy', 'documentary']",58492,en,The Greatest Movie Ever Sold,"A documentary about branding, advertising and product placement that is financed and made possible by brands, advertising and product placement.",0.692497,['snoot_entertainment'],['us'],2011-04-22,621951,87.0,['en'],The Greatest Movie Ever Sold,6.4
